Humerus_w,Humerus_x,Humerus_y,Humerus_z,Radius_w,Radius_x,Radius_y,Radius_z,Rotation_Angle,Timestamp
0.0560407302891707,-0.9454941059774972,-0.0638791887542538,-0.4242955387155434,0.3857374302207029,0.5080446862254407,0.6685393379347218,0.4602745033461501,110.39551970227872,2025-05-15 14:46:08
0.0761879432980977,-0.9423754555878698,-0.123469826411898,-0.3542255041505856,0.3520196630765245,0.5216320769097822,0.6082937524608483,0.4683693178223569,109.82328787309405,2025-05-15 14:46:08
0.0277474609440116,-0.9374498475933016,-0.0902631816407356,-0.3536217671111602,0.3465887310952853,0.4861772126708409,0.6818395855993551,0.473035001680876,110.18452103929016,2025-05-15 14:46:08
0.1017468355903085,-0.903686715147324,-0.091614313531379,-0.3582543632643488,0.3868255246722831,0.5157382588791434,0.6258058884418639,0.4784524668475425,109.66209088019184,2025-05-15 14:46:08
0.0868429334959255,-0.8894106673893603,-0.1068977811588949,-0.342378447650678,0.3778259092230038,0.5116668646400799,0.645280458385893,0.5010617513690697,110.24670137070588,2025-05-15 14:46:08
0.0627196367070535,-0.934461977305221,-0.0548904145084713,-0.3772897619897211,0.3514356628775609,0.537057994366493,0.6273760216638796,0.5009203178446813,110.35350018088648,2025-05-15 14:46:08
0.0435915014536586,-0.9817425474149362,-0.0773988166365445,-0.3806467922284643,0.3298914150921069,0.5058117895161776,0.6389707842130786,0.4833380279648798,110.3699101299039,2025-05-15 14:46:08
0.0835040125949848,-0.9112702045030128,-0.0788992379020771,-0.381821214762137,0.3567041435535296,0.5128016761766954,0.64737873135784,0.4779484831351407,109.4227488112182,2025-05-15 14:46:08
0.0500757401222068,-0.936304790530235,-0.0522365380673473,-0.3606969817575157,0.3278596718347607,0.49032292744716,0.6336719527006538,0.4743192545326195,110.23505388761868,2025-05-15 14:46:08
0.0634748338922106,-0.9375822583992116,-0.0746975222858463,-0.376875022025082,0.3533643887136338,0.499845808400449,0.645319705215904,0.4955720702645294,109.91383819914758,2025-05-15 14:46:08
0.0480362626496273,-0.9046404204369616,-0.095224301960282,-0.3743700771603211,0.3559578034570355,0.5010801068809864,0.6225552084705586,0.4348789276084777,110.4995772474314,2025-05-15 14:46:08
0.0431059801456442,-0.9261315284281144,-0.0745868451964019,-0.3437775882647392,0.322166307100708,0.5329736112614104,0.6548513909782366,0.4987310865978564,110.58027543987708,2025-05-15 14:46:08
0.0661507426512639,-0.905566746094156,-0.0892757747794758,-0.3607342850744641,0.3619907609497998,0.4719487736036603,0.6485382485885949,0.4511477772642225,110.04342520923298,2025-05-15 14:46:08
0.0989730440690334,-0.8797720911910278,-0.0867527912056556,-0.3596169824510618,0.3203053843472063,0.5036040845682527,0.6215523280389316,0.5168848602100135,109.74137889941342,2025-05-15 14:46:08
0.0559140916863945,-0.9378720827308182,-0.0671805044819778,-0.3854007876127553,0.3424011754166891,0.5202697220802955,0.6645228138645911,0.4796145434302029,109.80347695521785,2025-05-15 14:46:08
0.0545596315281202,-0.9332319662008732,-0.0996965934133031,-0.3482087393893491,0.3384787439843641,0.5251875327290907,0.6091189404166627,0.4576806692264724,110.85001619959444,2025-05-15 14:46:08
0.0348144254260477,-0.9390652770311976,-0.1193351520333569,-0.3515821300900281,0.3835419809837609,0.4953213060747386,0.6426352853965482,0.4418848047618862,111.66094925007032,2025-05-15 14:46:08
0.0764861662261578,-0.9563377516279232,-0.1049947248655633,-0.3440359456219941,0.3560399518630837,0.5272968234711198,0.6504524402498232,0.470553298865896,111.04017527025589,2025-05-15 14:46:08
0.0595376508803026,-0.9068419386143534,-0.0920076903020321,-0.3424338931827661,0.377553808421434,0.4742199874988407,0.6368519429876819,0.4819776882209676,113.10142021447427,2025-05-15 14:46:08
0.0193056758525674,-0.9197550372714336,-0.0864717449656849,-0.3294458167716556,0.3294634527695264,0.5163415409366173,0.6234037576556354,0.4606947273364308,113.45212621194936,2025-05-15 14:46:08
0.0644238713430742,-0.9493111815499417,-0.0933036730487966,-0.3520300678263222,0.3267521058546237,0.5041871455198421,0.6707092755749431,0.4007882269348503,112.73631580098574,2025-05-15 14:46:08
0.0342457754568461,-0.9154657531801428,-0.0883686508682003,-0.3204286396400371,0.3390574076644991,0.4871173496686545,0.6040074251406877,0.4361845085667413,115.32347746954048,2025-05-15 14:46:08
0.049862563570226,-0.9249031815923896,-0.075443015431474,-0.3346057659425417,0.2849963058162557,0.5123112898390407,0.6416551289310432,0.420697701760909,118.84430433111471,2025-05-15 14:46:08
0.0533824017088527,-0.957913294757866,-0.1178615071612132,-0.2803529515893603,0.2889824039420801,0.5363495426607526,0.6566715006824496,0.4525522088975178,118.8395896890604,2025-05-15 14:46:08
0.0935666123241789,-0.9226320333278296,-0.0985423086420167,-0.3182525337517201,0.3164396375681613,0.5219772985670706,0.6634750519351011,0.4528249754858389,118.86392723592525,2025-05-15 14:46:08
0.0364445523120782,-0.9105683623531102,-0.1047077167583602,-0.2830179701310531,0.3146825242322392,0.5499874064739124,0.6562993414633193,0.4046317923710148,122.7813480906791,2025-05-15 14:46:08
0.0912114779944195,-0.9568011777502202,-0.1110781732889977,-0.2895821994184431,0.272367380288702,0.5666650862307941,0.669093623782562,0.3755074789267585,123.90706658853114,2025-05-15 14:46:08
0.0463480411432121,-0.9152788826875352,-0.1027615379516882,-0.2590286520332417,0.2549605738562623,0.5327031871537591,0.6760872819823028,0.351901456757212,127.37977028087694,2025-05-15 14:46:08
0.0404341908508598,-0.9412627868726526,-0.112328470625914,-0.2664890196641618,0.2755242120736018,0.5533724919922561,0.7431820225956498,0.3766665966382312,133.21784477699546,2025-05-15 14:46:08
0.0676643309944545,-0.9666944301898234,-0.0935157663588244,-0.2564449201100148,0.2159179536909616,0.5381800422599813,0.7149280406638624,0.3083341671598041,133.38923020719656,2025-05-15 14:46:08
0.0304933539684302,-0.9688443001625064,-0.0953149320573067,-0.2235228236853096,0.245932217290404,0.6145088487090811,0.7055672924221794,0.3185946699307365,132.8875644597989,2025-05-15 14:46:08
0.035132879117781,-0.9819340913819152,-0.0960596688463119,-0.1232826675469646,0.2439358439126107,0.5902236809769735,0.7062859844235061,0.3191384377762029,134.33324709387105,2025-05-15 14:46:08
0.0467925104220092,-0.98065717641031,-0.0965654207845412,-0.1664370092537219,0.1675485121166293,0.604047749616259,0.7500320128854726,0.265912169448262,144.75596740338935,2025-05-15 14:46:08
0.048951700018656,-0.9910445796329284,-0.0893874192194324,-0.1480886605046959,0.1441491074989408,0.5965781834237204,0.768782661422579,0.1843855587418704,151.62995642413478,2025-05-15 14:46:08
0.0439421835311096,-1.0010297307283007,-0.0879646690206481,-0.1973884611109594,0.1150313995777897,0.6047504500569258,0.7785012146068465,0.1830126862876164,156.6272059840413,2025-05-15 14:46:08
